,畢業滿_年,工作職業類型
1765,1,金融財務類
1766,5,
1767,3,製造業
1768,1,個人及社會服務類
1769,1,
1770,3,金融財務類
1771,1,金融財務類
1772,3,
1773,1,
1774,5,
1775,1,
1776,3,個人及社會服務類
1777,5,
1778,1,
1779,3,
1780,1,
1781,1,
1782,1,
1783,5,
1784,3,資訊科技類
1785,1,
1786,5,
1787,1,
1788,1,
1789,5,
1790,1,
1791,1,
1792,1,
1793,5,
1794,1,
1795,3,藝文與影音傳播類
1796,1,
1797,1,
1798,1,
1799,5,
1800,1,
1801,1,
1802,3,
1803,1,
1804,1,
1805,5,
1806,1,
1807,5,
1808,1,
1809,5,
1810,1,
1811,5,
1812,3,科學、技術、工程、數學類
1813,1,
1814,5,
1815,1,
1816,3,科學、技術、工程、數學類
1817,1,
1818,5,
1819,5,
1820,1,
1821,3,
1822,1,
1823,5,
1824,1,
1825,5,
1826,1,
1827,3,資訊科技類
1828,1,
1829,5,
1830,5,
1831,1,
1832,5,
1833,1,
1834,5,
1835,1,
1836,5,
1837,1,
1838,1,
1839,5,
1840,1,
1841,5,
1842,1,
1843,5,
1844,1,
1845,5,
1846,1,
1847,3,行銷與銷售類
1848,1,行銷與銷售類
1849,5,
1850,1,
1851,5,
1852,3,企業經營管理類
1853,1,
1854,5,
1855,3,
1856,5,
1857,1,
1858,1,
1859,5,
1860,1,
1861,1,
1862,5,
1863,1,
1864,1,
1865,3,醫療保健類
1866,5,
1867,5,
1868,1,
1869,3,資訊科技類
1870,1,
1871,5,
1872,5,
1873,1,
1874,5,
1875,1,
1876,1,
1877,3,資訊科技類
1878,1,
1879,5,
1880,3,資訊科技類
1881,1,
1882,5,
1883,1,
1884,5,
1885,1,
1886,5,
1887,1,
1888,5,
1889,1,
1890,1,
1891,5,
1892,1,
1893,5,
1894,1,
1895,1,
1896,3,個人及社會服務類
1897,1,休閒與觀光旅遊類
1898,3,教育與訓練類
1899,1,企業經營管理類
1900,3,
1901,1,
1902,5,
1903,3,
1904,1,
1905,1,
1906,1,教育與訓練類
1907,5,
1908,5,
1909,1,教育與訓練類
1910,3,教育與訓練類
1911,1,
1912,3,
1913,1,
1914,3,
1915,1,休閒與觀光旅遊類
1916,3,個人及社會服務類
1917,1,
1918,1,
1919,3,個人及社會服務類
1920,1,
1921,5,
1922,3,教育與訓練類
1923,1,
1924,1,企業經營管理類
1925,3,科學、技術、工程、數學類
1926,1,教育與訓練類
1927,1,
1928,1,
1929,3,教育與訓練類
1930,1,
1931,1,
1932,1,
1933,1,
1934,3,
1935,1,
1936,1,休閒與觀光旅遊類
1937,1,
1938,1,企業經營管理類
1939,5,
1940,1,資訊科技類
1941,3,藝文與影音傳播類
1942,1,
1943,1,行銷與銷售類
1944,3,個人及社會服務類
1945,3,
1946,1,
1947,1,
1948,1,
1949,3,金融財務類
1950,1,行銷與銷售類
1951,5,
1952,3,行銷與銷售類
1953,5,
1954,5,
1955,5,
1956,5,
1957,3,金融財務類
1958,3,金融財務類
1959,5,
1960,5,
1961,5,
1962,5,
1963,5,
1964,5,
1965,5,
1966,5,
1967,5,
1968,5,
1969,5,
1970,5,
1971,5,
1972,5,
1973,5,
1974,5,
1975,5,
1976,5,
1977,5,
1978,5,
1979,5,
1980,5,
1981,5,
1982,3,醫療保健類
1983,5,
1984,5,
1985,3,製造業
1986,5,
1987,5,
1988,5,
1989,5,
1990,5,
1991,5,
1992,5,
1993,5,
1994,5,
1995,5,
1996,3,金融財務類
1997,5,
1998,5,
1999,5,
2000,3,
2001,1,金融財務類
2002,3,金融財務類
2003,5,
2004,3,金融財務類
2005,5,
2006,3,建築營造業
2007,5,
2008,3,金融財務類
2009,1,金融財務類
2010,1,金融財務類
2011,3,金融財務類
2012,5,
2013,5,
2014,3,金融財務類
2015,3,金融財務類
2016,3,企業經營管理類
2017,3,金融財務類
2018,5,
2019,3,金融財務類
2020,5,
2021,3,金融財務類
2022,3,金融財務類
2023,3,
2024,3,休閒與觀光旅遊類
2025,5,
2026,3,物流運輸類
2027,3,行銷與銷售類
2028,5,
2029,5,
2030,5,
2031,3,藝文與影音傳播類
2032,3,金融財務類
2033,3,行銷與銷售類
2034,3,行銷與銷售類
2035,3,行銷與銷售類
2036,3,建築營造業
2037,3,金融財務類
2038,5,
2039,3,金融財務類
2040,3,金融財務類
2041,5,
2042,3,金融財務類
2043,5,
2044,3,金融財務類
2045,3,金融財務類
2046,3,金融財務類
2047,3,金融財務類
2048,3,金融財務類
2049,3,企業經營管理類
2050,5,
2051,3,行銷與銷售類
2052,3,企業經營管理類
2053,5,
2054,3,金融財務類
2055,5,
2056,3,金融財務類
2057,5,
2058,3,資訊科技類
2059,5,
2060,3,企業經營管理類
2061,5,
2062,3,物流運輸類
2063,3,金融財務類
2064,3,金融財務類
2065,3,行銷與銷售類
2066,1,行銷與銷售類
2067,3,金融財務類
2068,5,
2069,3,金融財務類
2070,3,物流運輸類
2071,5,
2072,3,金融財務類
2073,3,金融財務類
2074,5,
2075,5,
2076,3,金融財務類
2077,5,
2078,3,金融財務類
2079,3,
2080,3,政府公共事務類
2081,5,
2082,5,
2083,3,行銷與銷售類
2084,3,金融財務類
2085,3,金融財務類
2086,5,
2087,5,
2088,3,金融財務類
2089,5,
2090,3,金融財務類
2091,3,政府公共事務類
2092,5,
2093,3,金融財務類
2094,5,
2095,3,金融財務類
2096,3,
2097,5,
2098,3,建築營造業
2099,3,金融財務類
2100,5,
2101,5,
2102,3,醫療保健類
2103,3,金融財務類
2104,5,
2105,5,
2106,3,醫療保健類
2107,3,
2108,5,
2109,3,金融財務類
2110,5,
2111,3,資訊科技類
2112,5,
2113,3,個人及社會服務類
2114,3,金融財務類
2115,5,
2116,3,金融財務類
2117,3,
2118,5,
2119,3,金融財務類
2120,5,
2121,3,金融財務類
2122,3,金融財務類
2123,5,
2124,3,金融財務類
2125,5,
2126,3,金融財務類
2127,5,
2128,3,科學、技術、工程、數學類
2129,5,
2130,3,金融財務類
2131,3,資訊科技類
2132,3,資訊科技類
2133,5,
2134,3,行銷與銷售類
2135,3,行銷與銷售類
2136,5,
2137,3,行銷與銷售類
2138,5,
2139,5,
2140,3,行銷與銷售類
2141,3,
2142,3,
2143,5,
2144,3,行銷與銷售類
2145,3,
2146,3,資訊科技類
2147,3,科學、技術、工程、數學類
2148,5,
2149,5,
2150,5,
2151,3,資訊科技類
2152,3,資訊科技類
2153,5,
2154,5,
2155,3,資訊科技類
2156,5,
2157,3,金融財務類
2158,5,
2159,3,
2160,5,
2161,5,
2162,3,金融財務類
2163,3,
2164,3,行銷與銷售類
2165,5,
2166,5,
2167,3,
2168,3,資訊科技類
2169,3,物流運輸類
2170,5,
2171,3,金融財務類
2172,5,
2173,5,
2174,3,資訊科技類
2175,3,
2176,5,
2177,3,資訊科技類
2178,3,行銷與銷售類
2179,5,
2180,5,
2181,5,
2182,3,藝文與影音傳播類
2183,3,休閒與觀光旅遊類
2184,5,
2185,3,藝文與影音傳播類
2186,5,
2187,3,金融財務類
2188,5,
2189,3,行銷與銷售類
2190,3,
2191,5,
2192,5,
2193,3,科學、技術、工程、數學類
2194,5,
2195,3,物流運輸類
2196,3,教育與訓練類
2197,3,休閒與觀光旅遊類
2198,5,
2199,3,休閒與觀光旅遊類
2200,3,製造業
2201,5,
2202,3,建築營造業
2203,5,
2204,3,
2205,5,
2206,5,
2207,3,醫療保健類
2208,5,
2209,3,製造業
2210,5,
2211,3,休閒與觀光旅遊類
2212,5,
2213,3,藝文與影音傳播類
2214,5,
2215,3,企業經營管理類
2216,5,
2217,3,製造業
2218,3,行銷與銷售類
2219,5,
2220,5,
2221,3,
2222,5,
2223,3,金融財務類
2224,1,金融財務類
2225,1,金融財務類
2226,5,
2227,3,
2228,1,企業經營管理類
2229,3,政府公共事務類
2230,3,金融財務類
2231,3,金融財務類
2232,1,金融財務類
2233,1,
2234,3,製造業
2235,5,
2236,1,
2237,1,
2238,3,金融財務類
2239,1,金融財務類
2240,1,金融財務類
2241,3,金融財務類
2242,3,金融財務類
2243,1,金融財務類
2244,1,金融財務類
2245,3,金融財務類
2246,5,
2247,1,資訊科技類
2248,3,物流運輸類
2249,5,
2250,1,金融財務類
2251,3,金融財務類
2252,5,
2253,1,金融財務類
2254,3,金融財務類
2255,1,金融財務類
2256,5,
2257,1,
2258,3,金融財務類
2259,1,
2260,1,金融財務類
2261,1,休閒與觀光旅遊類
2262,5,
2263,1,政府公共事務類
2264,1,金融財務類
2265,3,金融財務類
2266,1,金融財務類
2267,3,
2268,3,金融財務類
2269,3,金融財務類
2270,5,
2271,1,金融財務類
2272,3,金融財務類
2273,5,
2274,1,天然資源、食品與農業類
2275,1,金融財務類
2276,5,
2277,1,
2278,3,
2279,5,
2280,1,
2281,5,
2282,1,教育與訓練類
2283,1,個人及社會服務類
2284,3,行銷與銷售類
2285,5,
2286,1,
2287,1,
2288,1,金融財務類
2289,3,金融財務類
2290,3,金融財務類
2291,1,
2292,5,
2293,1,金融財務類
2294,3,金融財務類
2295,3,金融財務類
2296,5,
2297,1,
2298,1,
2299,3,行銷與銷售類
2300,1,金融財務類
2301,3,金融財務類
2302,5,
2303,1,金融財務類
2304,1,
2305,5,
2306,3,
2307,1,
2308,3,資訊科技類
2309,5,
2310,1,金融財務類
2311,5,
2312,3,金融財務類
2313,1,金融財務類
2314,3,
2315,5,
2316,1,金融財務類
2317,1,金融財務類
2318,3,金融財務類
2319,5,
2320,1,科學、技術、工程、數學類
2321,1,金融財務類
2322,1,金融財務類
2323,1,金融財務類
2324,3,金融財務類
2325,5,
2326,3,金融財務類
2327,1,金融財務類
2328,1,金融財務類
2329,5,
2330,3,金融財務類
2331,3,金融財務類
2332,1,金融財務類
2333,3,金融財務類
2334,1,金融財務類
2335,5,
2336,1,
2337,5,
2338,1,金融財務類
2339,3,金融財務類
2340,5,
2341,1,政府公共事務類
2342,3,行銷與銷售類
2343,1,金融財務類
2344,3,金融財務類
2345,1,金融財務類
2346,3,金融財務類
2347,5,
2348,1,金融財務類
2349,3,金融財務類
2350,3,金融財務類
2351,1,金融財務類
2352,3,金融財務類
2353,5,
2354,1,金融財務類
2355,3,金融財務類
2356,1,金融財務類
2357,1,藝文與影音傳播類
2358,3,藝文與影音傳播類
2359,5,
2360,1,金融財務類
2361,1,金融財務類
2362,5,
2363,3,金融財務類
2364,1,
2365,3,金融財務類
2366,1,金融財務類
2367,5,
2368,1,
2369,3,金融財務類
2370,1,金融財務類
2371,3,金融財務類
2372,1,金融財務類
2373,1,金融財務類
2374,1,金融財務類
2375,1,金融財務類
2376,5,
2377,3,金融財務類
2378,1,金融財務類
2379,3,金融財務類
2380,5,
2381,5,
2382,1,
2383,5,
2384,3,政府公共事務類
2385,1,金融財務類
2386,3,金融財務類
2387,5,
2388,3,
2389,1,金融財務類
2390,1,企業經營管理類
2391,1,金融財務類
2392,1,金融財務類
2393,3,物流運輸類
2394,1,金融財務類
2395,1,金融財務類
2396,5,
2397,1,企業經營管理類
2398,1,
2399,5,
2400,3,教育與訓練類
2401,1,金融財務類
2402,5,
2403,3,金融財務類
2404,3,
2405,1,
2406,1,金融財務類
2407,3,金融財務類
2408,1,金融財務類
2409,5,
2410,3,金融財務類
2411,1,金融財務類
2412,1,金融財務類
2413,1,休閒與觀光旅遊類
2414,1,
2415,5,
2416,3,金融財務類
2417,5,
2418,1,金融財務類
2419,5,
2420,1,企業經營管理類
2421,1,金融財務類
2422,1,金融財務類
2423,5,
2424,1,金融財務類
2425,5,
2426,1,金融財務類
2427,1,金融財務類
2428,3,金融財務類
2429,1,企業經營管理類
2430,5,
2431,1,金融財務類
2432,1,金融財務類
2433,5,
2434,1,金融財務類
2435,1,金融財務類
2436,3,金融財務類
2437,5,
2438,1,金融財務類
2439,1,政府公共事務類
2440,5,
2441,1,金融財務類
2442,1,金融財務類
2443,1,金融財務類
2444,1,金融財務類
2445,3,金融財務類
2446,1,政府公共事務類
2447,1,金融財務類
2448,1,
2449,3,教育與訓練類
2450,1,金融財務類
2451,5,
2452,1,金融財務類
2453,3,金融財務類
2454,5,
2455,1,
2456,5,
2457,3,政府公共事務類
2458,5,
2459,1,金融財務類
2460,3,金融財務類
2461,5,
2462,5,
2463,3,金融財務類
2464,5,
2465,1,金融財務類
2466,5,
2467,3,金融財務類
2468,1,金融財務類
2469,5,
2470,5,
2471,1,金融財務類
2472,5,
2473,5,
2474,3,政府公共事務類
2475,1,政府公共事務類
2476,3,金融財務類
2477,5,
2478,5,
2479,1,金融財務類
2480,3,金融財務類
2481,5,
2482,1,金融財務類
2483,1,金融財務類
2484,5,
2485,3,金融財務類
2486,5,
2487,1,金融財務類
2488,3,金融財務類
2489,5,
2490,1,金融財務類
2491,3,金融財務類
2492,5,
2493,3,金融財務類
2494,1,
2495,5,
2496,5,
2497,5,
2498,1,金融財務類
2499,3,金融財務類
2500,5,
2501,3,金融財務類
2502,1,金融財務類
2503,5,
2504,1,金融財務類
2505,3,金融財務類
2506,1,
2507,5,
2508,3,政府公共事務類
2509,5,
2510,3,
2511,5,
2512,1,
2513,1,金融財務類
2514,3,金融財務類
2515,5,
2516,5,
2517,1,
2518,3,金融財務類
2519,3,企業經營管理類
2520,5,
2521,1,金融財務類
2522,3,金融財務類
2523,5,
2524,3,金融財務類
2525,1,金融財務類
2526,5,
2527,3,金融財務類
2528,5,
2529,1,金融財務類
2530,5,
2531,1,金融財務類
2532,1,金融財務類
2533,3,
2534,5,
2535,3,個人及社會服務類
2536,1,個人及社會服務類
2537,5,
2538,5,
2539,1,金融財務類
2540,5,
2541,5,
2542,3,政府公共事務類
2543,1,
2544,5,
2545,3,金融財務類
2546,1,金融財務類
2547,1,
2548,5,
2549,3,政府公共事務類
2550,1,
2551,5,
2552,5,
2553,3,
2554,1,金融財務類
2555,5,
2556,5,
2557,3,休閒與觀光旅遊類
2558,5,
2559,3,金融財務類
2560,1,
2561,5,
2562,5,
2563,5,
2564,3,金融財務類
2565,1,金融財務類
2566,5,
2567,1,金融財務類
2568,5,
2569,5,
2570,5,
2571,1,金融財務類
2572,5,
2573,3,金融財務類
2574,5,
2575,1,
2576,5,
2577,3,金融財務類
2578,5,
2579,3,金融財務類
2580,1,金融財務類
2581,5,
2582,3,金融財務類
2583,5,
2584,3,金融財務類
2585,1,行銷與銷售類
2586,5,
2587,3,物流運輸類
2588,1,金融財務類
2589,3,金融財務類
2590,5,
2591,1,金融財務類
2592,5,
2593,5,
2594,5,
2595,1,金融財務類
2596,5,
2597,5,
2598,3,教育與訓練類
2599,3,金融財務類
2600,1,金融財務類
2601,5,
2602,3,製造業
2603,5,
2604,3,休閒與觀光旅遊類
2605,5,
2606,1,個人及社會服務類
2607,1,金融財務類
2608,5,
2609,1,金融財務類
2610,5,
2611,1,
2612,5,
2613,3,教育與訓練類
2614,1,
2615,3,金融財務類
2616,1,金融財務類
2617,5,
2618,1,資訊科技類
2619,5,
2620,3,休閒與觀光旅遊類
2621,5,
2622,5,
2623,3,金融財務類
2624,1,金融財務類
2625,1,金融財務類
2626,3,政府公共事務類
2627,5,
2628,3,行銷與銷售類
2629,1,製造業
2630,3,金融財務類
2631,1,資訊科技類
2632,3,金融財務類
2633,1,資訊科技類
2634,5,
2635,1,金融財務類
2636,5,
2637,1,
2638,3,行銷與銷售類
2639,1,行銷與銷售類
2640,5,
2641,3,資訊科技類
2642,1,
2643,5,
2644,1,資訊科技類
2645,3,
2646,3,行銷與銷售類
2647,1,金融財務類
2648,3,金融財務類
2649,5,
2650,3,行銷與銷售類
2651,5,
2652,1,
2653,1,行銷與銷售類
2654,5,
2655,1,教育與訓練類
2656,1,行銷與銷售類
2657,5,
2658,3,建築營造業
2659,5,
2660,3,金融財務類
2661,1,
2662,1,個人及社會服務類
2663,5,
2664,3,金融財務類
2665,5,
2666,3,企業經營管理類
2667,1,行銷與銷售類
2668,3,金融財務類
2669,5,
2670,1,行銷與銷售類
2671,1,資訊科技類
2672,1,行銷與銷售類
2673,3,行銷與銷售類
2674,1,金融財務類
2675,1,資訊科技類
2676,3,金融財務類
2677,1,金融財務類
2678,3,企業經營管理類
2679,3,金融財務類
2680,3,政府公共事務類
2681,1,
2682,1,資訊科技類
2683,3,行銷與銷售類
2684,1,金融財務類
2685,3,行銷與銷售類
2686,1,金融財務類
2687,5,
2688,5,
2689,1,
2690,3,科學、技術、工程、數學類
2691,1,
2692,3,企業經營管理類
2693,5,
2694,3,金融財務類
2695,1,金融財務類
2696,1,資訊科技類
2697,3,製造業
2698,1,行銷與銷售類
2699,3,企業經營管理類
2700,5,
2701,1,
2702,3,教育與訓練類
2703,5,
2704,3,金融財務類
2705,3,製造業
2706,1,製造業
2707,1,製造業
2708,3,
2709,5,
2710,1,
2711,3,政府公共事務類
2712,5,
2713,5,
2714,5,
2715,5,
2716,5,
2717,3,金融財務類
2718,1,
2719,3,金融財務類
2720,5,
2721,1,金融財務類
2722,3,製造業
2723,5,
2724,5,
2725,5,
2726,3,企業經營管理類
2727,5,
2728,1,
2729,5,
2730,1,行銷與銷售類
2731,1,行銷與銷售類
2732,5,
2733,3,企業經營管理類
2734,1,休閒與觀光旅遊類
2735,5,
2736,3,金融財務類
2737,5,
2738,1,
2739,3,金融財務類
2740,1,休閒與觀光旅遊類
2741,3,物流運輸類
2742,1,
2743,3,
2744,3,物流運輸類
2745,1,物流運輸類
2746,5,
2747,1,資訊科技類
2748,3,資訊科技類
2749,1,金融財務類
2750,1,
2751,5,
2752,3,金融財務類
2753,1,金融財務類
2754,3,藝文與影音傳播類
2755,1,休閒與觀光旅遊類
2756,1,休閒與觀光旅遊類
2757,1,行銷與銷售類
2758,3,行銷與銷售類
2759,3,政府公共事務類
2760,1,司法、法律與公共安全類
2761,3,行銷與銷售類
2762,3,藝文與影音傳播類
2763,1,個人及社會服務類
2764,5,
2765,1,行銷與銷售類
2766,3,行銷與銷售類
2767,1,行銷與銷售類
2768,3,
2769,3,行銷與銷售類
2770,1,企業經營管理類
2771,1,金融財務類
2772,3,金融財務類
2773,1,政府公共事務類
2774,3,司法、法律與公共安全類
2775,3,休閒與觀光旅遊類
2776,1,企業經營管理類
2777,3,金融財務類
2778,1,金融財務類
2779,1,金融財務類
2780,1,企業經營管理類
2781,3,資訊科技類
2782,1,行銷與銷售類
2783,3,企業經營管理類
2784,3,行銷與銷售類
2785,1,企業經營管理類
2786,1,科學、技術、工程、數學類
2787,3,個人及社會服務類
2788,1,行銷與銷售類
2789,1,製造業
2790,3,金融財務類
2791,1,行銷與銷售類
2792,1,金融財務類
2793,1,休閒與觀光旅遊類
2794,5,
2795,3,行銷與銷售類
2796,1,資訊科技類
2797,1,企業經營管理類
2798,3,
2799,1,物流運輸類
2800,3,行銷與銷售類
2801,1,行銷與銷售類
2802,5,
2803,3,
2804,1,天然資源、食品與農業類
2805,5,
2806,1,個人及社會服務類
2807,3,金融財務類
2808,1,金融財務類
2809,1,企業經營管理類
2810,1,
2811,1,金融財務類
2812,5,
2813,3,金融財務類
2814,1,企業經營管理類
2815,1,製造業
2816,1,個人及社會服務類
2817,1,個人及社會服務類
2818,1,個人及社會服務類
2819,3,企業經營管理類
2820,1,製造業
2821,5,
2822,1,
2823,3,教育與訓練類
2824,5,
2825,1,金融財務類
2826,3,行銷與銷售類
2827,3,金融財務類
2828,1,金融財務類
2829,1,教育與訓練類
2830,1,行銷與銷售類
2831,1,行銷與銷售類
2832,3,金融財務類
2833,5,
2834,1,金融財務類
2835,1,個人及社會服務類
2836,1,個人及社會服務類
2837,1,
2838,3,資訊科技類
2839,1,製造業
2840,1,個人及社會服務類
2841,3,行銷與銷售類
2842,1,
2843,1,醫療保健類
2844,3,製造業
2845,5,
2846,1,金融財務類
2847,3,金融財務類
2848,1,
2849,3,藝文與影音傳播類
2850,1,金融財務類
2851,1,金融財務類
2852,1,企業經營管理類
2853,3,金融財務類
2854,3,
2855,1,
2856,3,
2857,1,企業經營管理類
2858,1,科學、技術、工程、數學類
2859,1,教育與訓練類
2860,5,
2861,1,金融財務類
2862,3,建築營造業
2863,1,
2864,3,金融財務類
2865,1,
2866,3,金融財務類
2867,1,金融財務類
2868,3,物流運輸類
2869,5,
2870,1,行銷與銷售類
2871,1,
2872,1,教育與訓練類
2873,1,資訊科技類
2874,5,
2875,1,個人及社會服務類
2876,3,
2877,1,資訊科技類
2878,5,
2879,3,資訊科技類
2880,1,資訊科技類
2881,5,
2882,1,
2883,5,
2884,5,
2885,1,政府公共事務類
2886,3,政府公共事務類
2887,3,製造業
2888,1,科學、技術、工程、數學類
2889,1,
2890,5,
2891,3,金融財務類
2892,1,資訊科技類
2893,3,資訊科技類
2894,1,資訊科技類
2895,5,
2896,3,資訊科技類
2897,1,
2898,5,
2899,1,金融財務類
2900,3,金融財務類
2901,5,
2902,3,製造業
2903,1,資訊科技類
2904,5,
2905,3,資訊科技類
2906,5,
2907,1,
2908,1,資訊科技類
2909,5,
2910,1,金融財務類
2911,3,企業經營管理類
2912,3,資訊科技類
2913,5,
2914,1,資訊科技類
2915,3,資訊科技類
2916,5,
2917,5,
2918,1,
2919,3,
2920,1,資訊科技類
2921,5,
2922,3,
2923,1,資訊科技類
2924,3,藝文與影音傳播類
2925,5,
2926,5,
2927,1,藝文與影音傳播類
2928,3,資訊科技類
2929,3,資訊科技類
2930,1,資訊科技類
2931,1,資訊科技類
2932,5,
2933,3,資訊科技類
2934,1,
2935,5,
2936,1,金融財務類
2937,5,
2938,3,行銷與銷售類
2939,3,金融財務類
2940,1,
2941,5,
2942,3,製造業
2943,1,製造業
2944,5,
2945,1,
2946,3,資訊科技類
2947,3,資訊科技類
2948,5,
2949,3,資訊科技類
2950,1,資訊科技類
2951,5,
2952,1,
2953,5,
2954,5,
2955,3,金融財務類
2956,1,金融財務類
2957,1,休閒與觀光旅遊類
2958,5,
2959,1,
2960,3,金融財務類
2961,1,行銷與銷售類
2962,5,
2963,5,
2964,1,資訊科技類
2965,3,資訊科技類
2966,3,政府公共事務類
2967,1,
2968,1,行銷與銷售類
2969,1,教育與訓練類
2970,1,教育與訓練類
2971,5,
2972,3,科學、技術、工程、數學類
